城市id,城市名称,城市名称英文,市级名称,市级名称英文,省级名称,省级名称英文,国家名称,国家名称英文,经度,纬度,cityType
1801,沙河市,Shahe,邢台市,Xingtai,河北省,Hebei,中国,China,114.48775,36.858078,0
1803,柏乡县,Baixiang County,邢台市,Xingtai,河北省,Hebei,中国,China,114.68058,37.49469,0
1804,任泽区,Renze District,邢台市,Xingtai,河北省,Hebei,中国,China,114.6688471,37.11742916,0
1805,清河县,Qinghe County,邢台市,Xingtai,河北省,Hebei,中国,China,115.6563,37.070076,0
1806,宁晋县,"Ningjin County, Xingtai",邢台市,Xingtai,河北省,Hebei,中国,China,114.9154,37.621086,0
1807,威县,"Wei County, Xingtai",邢台市,Xingtai,河北省,Hebei,中国,China,115.25926,36.974178,0
1808,隆尧县,Longyao County,邢台市,Xingtai,河北省,Hebei,中国,China,114.76604,37.35228,0
1809,临城县,Lincheng County,邢台市,Xingtai,河北省,Hebei,中国,China,114.50006,37.439831,0
1810,广宗县,Guangzong County,邢台市,Xingtai,河北省,Hebei,中国,China,115.14606,37.0681,0
1811,临西县,"Linxi County, Xingtai",邢台市,Xingtai,河北省,Hebei,中国,China,115.49031,36.858692,0
1812,内邱县（现内丘县）,Neiqiu County,邢台市,Xingtai,河北省,Hebei,中国,China,114.51186,37.295002,0
1813,平乡县,Pingxiang County,邢台市,Xingtai,河北省,Hebei,中国,China,115.0224,37.06797,0
1814,巨鹿县,Julu County,邢台市,Xingtai,河北省,Hebei,中国,China,115.02284,37.212341,0
1815,新河县,Xinhe County,邢台市,Xingtai,河北省,Hebei,中国,China,115.24651,37.529594,0
1816,南和区,Nanhe District,邢台市,Xingtai,河北省,Hebei,中国,China,114.68731,36.999573,0
1817,内丘县,Neiqiu County,邢台市,Xingtai,河北省,Hebei,中国,China,114.512128,37.28859701,0
1819,保定市,Baoding,保定市,Baoding,河北省,Hebei,中国,China,115.4803674,38.85522665,0
1820,涿州市,Zhuozhou,保定市,Baoding,河北省,Hebei,中国,China,115.973922,39.485454,0
1821,定州市,Dingzhou,保定市,Baoding,河北省,Hebei,中国,China,114.9914568,38.50780069,0
1822,安国市,Anguo,保定市,Baoding,河北省,Hebei,中国,China,115.31509,38.412342,0
1823,高碑店市,Gaobeidian,保定市,Baoding,河北省,Hebei,中国,China,115.8494899,39.32082906,0
1824,满城县,Mancheng District,保定市,Baoding,河北省,Hebei,中国,China,115.31562,38.947723,0
1825,清苑县,Qingyuan District,保定市,Baoding,河北省,Hebei,中国,China,115.48461,38.756588,0
1826,涞水县,Laishui County,保定市,Baoding,河北省,Hebei,中国,China,115.7078,39.391743,0
1827,阜平县,"Fuping County, Baoding",保定市,Baoding,河北省,Hebei,中国,China,114.18756,38.85305,0
1828,徐水县,Xushui District,保定市,Baoding,河北省,Hebei,中国,China,115.65739,39.019436,0
1829,定兴县,Dingxing County,保定市,Baoding,河北省,Hebei,中国,China,115.77419,39.269592,0
1830,唐县,Tang County,保定市,Baoding,河北省,Hebei,中国,China,114.96915,38.741493,0
1831,高阳县,Gaoyang County,保定市,Baoding,河北省,Hebei,中国,China,115.7742,38.688908,0
1832,容城县,Rongcheng County,保定市,Baoding,河北省,Hebei,中国,China,115.86572,39.051655,0
1833,涞源县,Laiyuan County,保定市,Baoding,河北省,Hebei,中国,China,114.68877,39.354015,0
1834,望都县,Wangdu County,保定市,Baoding,河北省,Hebei,中国,China,115.13342,38.705265,0
1836,安新县,Anxin County,保定市,Baoding,河北省,Hebei,中国,China,115.92821,38.925182,0
1837,易县,"Yi County, Baoding",保定市,Baoding,河北省,Hebei,中国,China,115.49348,39.349037,0
1838,曲阳县,Quyang County,保定市,Baoding,河北省,Hebei,中国,China,114.6902,38.621449,0
1839,蠡县,Li County,保定市,Baoding,河北省,Hebei,中国,China,115.5747,38.490063,0
1840,博野县,Boye County,保定市,Baoding,河北省,Hebei,中国,China,115.45908,38.457569,0
1841,雄县,Xiong County,保定市,Baoding,河北省,Hebei,中国,China,116.0816554,38.97272306,0
1842,顺平县,Shunping County,保定市,Baoding,河北省,Hebei,中国,China,115.132617,38.84939606,0
1844,张家口市,Zhangjiakou,张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.8785354,40.81274367,0
1845,宣化县,Xuanhua County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,115.0346177,40.59609807,0
1846,康保县,Kangbao County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.60369,41.848736,0
1847,张北县,Zhangbei County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.71282,41.15554,0
1848,阳原县,Yangyuan County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.16438,40.111378,0
1849,赤城县,Chicheng County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,115.81398,40.913486,0
1850,沽源县,Guyuan County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,115.69659,41.666111,0
1851,怀安县,Huai County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.41866,40.668831,0
1852,怀来县,Huailai County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,115.5107,40.397659,0
1853,崇礼区,Chongli District,张家口市,Zhangjiakou,河北省,Hebei,中国,China,115.26968,40.975365,0
1854,尚义县,Shangyi County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,113.96232,41.075169,0
1855,蔚县,"Yu County, Zhangjiakou",张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.56905,39.840538,0
1856,涿鹿县,Zhuolu County,张家口市,Zhangjiakou,河北省,Hebei,中国,China,115.21474,40.376556,0
1857,万全区,Wanquan District,张家口市,Zhangjiakou,河北省,Hebei,中国,China,114.72073,40.75071,0
1859,承德市,Chengde,承德市,Chengde,河北省,Hebei,中国,China,117.9280723,40.96413424,0
1860,承德县,Chengde County,承德市,Chengde,河北省,Hebei,中国,China,118.15677,40.758366,0
1861,兴隆县,Xinglong County,承德市,Chengde,河北省,Hebei,中国,China,117.49094,40.412117,0
1862,隆化县,Longhua County,承德市,Chengde,河北省,Hebei,中国,China,117.7262,41.313469,0
1863,平泉市,Pingquan,承德市,Chengde,河北省,Hebei,中国,China,118.68012,41.00647,0
1864,滦平县,Luanping County,承德市,Chengde,河北省,Hebei,中国,China,117.33181,40.928925,0
1865,丰宁满族自治县,Fengning Manchu Autonomous County,承德市,Chengde,河北省,Hebei,中国,China,116.64015,41.202972,0
1866,围场满族蒙古族自治县,Weichang Manchu and Mongolian Autonomous County,承德市,Chengde,河北省,Hebei,中国,China,117.74023,41.942501,0
1867,宽城满族自治县,Kuancheng Manchu Autonomous County,承德市,Chengde,河北省,Hebei,中国,China,118.48032,40.599129,0
1869,沧州市,Cangzhou,沧州市,Cangzhou,河北省,Hebei,中国,China,116.86077,38.308842,0
1870,泊头市,Botou,沧州市,Cangzhou,河北省,Hebei,中国,China,116.5563285,38.06940534,0
1871,任丘市,Renqiu,沧州市,Cangzhou,河北省,Hebei,中国,China,116.0831867,38.70406902,0
1872,黄骅市,Huanghua,沧州市,Cangzhou,河北省,Hebei,中国,China,117.353413,38.36600969,0
1873,河间市,Hejian,沧州市,Cangzhou,河北省,Hebei,中国,China,116.0770738,38.42786742,0
1874,沧县,Cang County,沧州市,Cangzhou,河北省,Hebei,中国,China,116.987665,38.18299534,0
1875,青县,Qing County,沧州市,Cangzhou,河北省,Hebei,中国,China,116.8033032,38.57273867,0
1876,献县,Xian County,沧州市,Cangzhou,河北省,Hebei,中国,China,116.1140179,38.18632081,0
1877,东光县,Dongguang County,沧州市,Cangzhou,河北省,Hebei,中国,China,116.5243745,37.87834104,0
1878,海兴县,Haixing County,沧州市,Cangzhou,河北省,Hebei,中国,China,117.49832,38.135265,0
1879,盐山县,"Yanshan County, Cangzhou",沧州市,Cangzhou,河北省,Hebei,中国,China,117.2131918,38.05327843,0
1880,肃宁县,Suning County,沧州市,Cangzhou,河北省,Hebei,中国,China,115.8222973,38.42348619,0
1881,南皮县,Nanpi County,沧州市,Cangzhou,河北省,Hebei,中国,China,116.69678,38.037567,0
1882,吴桥县,Wuqiao County,沧州市,Cangzhou,河北省,Hebei,中国,China,116.3789015,37.62068943,0
1883,孟村回族自治县,Mengcun Hui Autonomous County,沧州市,Cangzhou,河北省,Hebei,中国,China,117.0848608,38.06024185,0
1884,曹妃甸区,Caofeidian District,唐山市,Tangshan,河北省,Hebei,中国,China,118.3690337,39.27493831,0
1886,廊坊市,Langfang,廊坊市,Langfang,河北省,Hebei,中国,China,116.707141,39.521315,0
1887,霸州市,Bazhou,廊坊市,Langfang,河北省,Hebei,中国,China,116.39525,39.101536,0
1888,三河市,Sanhe,廊坊市,Langfang,河北省,Hebei,中国,China,117.078316,39.982743,0
1889,固安县,Gu'an County,廊坊市,Langfang,河北省,Hebei,中国,China,116.298705,39.438099,0
1890,永清县,Yongqing County,廊坊市,Langfang,河北省,Hebei,中国,China,116.49061,39.32571,0
1891,香河县,Xianghe County,廊坊市,Langfang,河北省,Hebei,中国,China,117.006277,39.761639,0
1892,大城县,Dacheng County,廊坊市,Langfang,河北省,Hebei,中国,China,116.62189,38.695866,0
1893,文安县,Wen'an  County,廊坊市,Langfang,河北省,Hebei,中国,China,116.447483,38.85805884,0
1894,大厂回族自治县,Dachang Hui Autonomous County,廊坊市,Langfang,河北省,Hebei,中国,China,116.989492,39.886574,0
1896,衡水市,Hengshui,衡水市,Hengshui,河北省,Hebei,中国,China,115.6915966,37.72837398,0
1897,冀州区,Jizhou District,衡水市,Hengshui,河北省,Hebei,中国,China,115.56381,37.565983,0
1898,深州市,Shenzhou,衡水市,Hengshui,河北省,Hebei,中国,China,115.5318383,38.0072731,0
1899,饶阳县,Raoyang County,衡水市,Hengshui,河北省,Hebei,中国,China,115.73602,38.245987,0
1900,枣强县,Zaoqiang County,衡水市,Hengshui,河北省,Hebei,中国,China,115.71808,37.50264,0
1901,故城县,"Gucheng County, Hengshui",衡水市,Hengshui,河北省,Hebei,中国,China,115.97087,37.343838,0
1902,阜城县,Fucheng County,衡水市,Hengshui,河北省,Hebei,中国,China,116.14471,37.868179,0
1903,安平县,Anping County,衡水市,Hengshui,河北省,Hebei,中国,China,115.51057,38.230526,0
1904,武邑县,"Wuyi County, Hengshui",衡水市,Hengshui,河北省,Hebei,中国,China,115.89066,37.805992,0
1905,景县,"Jing County, Hengshui",衡水市,Hengshui,河北省,Hebei,中国,China,116.2581,37.688007,0
1906,武强县,Wuqiang County,衡水市,Hengshui,河北省,Hebei,中国,China,115.97733,38.043091,0
1909,太原市,Taiyuan,太原市,Taiyuan,山西省,Shanxi,中国,China,112.551696,37.89305015,0
1911,古交市,Gujiao,太原市,Taiyuan,山西省,Shanxi,中国,China,112.1606197,37.90833468,0
1912,阳曲县,Yangqu County,太原市,Taiyuan,山西省,Shanxi,中国,China,112.6645632,38.06775801,0
1913,清徐县,Qingxu County,太原市,Taiyuan,山西省,Shanxi,中国,China,112.3303995,37.60311889,0
1914,娄烦县,Loufan County,太原市,Taiyuan,山西省,Shanxi,中国,China,111.7931221,38.07068504,0
1915,小店区,Xiaodian District,太原市,Taiyuan,山西省,Shanxi,中国,China,112.9166667,38.21666666,0
1916,尖草坪区,Jiancaoping District,太原市,Taiyuan,山西省,Shanxi,中国,China,112.8,38.55,0
1918,大同市,Datong,大同市,Datong,山西省,Shanxi,中国,China,113.2855024,40.09260345,0
1919,云州区,Yunzhou District,大同市,Datong,山西省,Shanxi,中国,China,113.59396,40.039005,0
1920,天镇县,Tianzhen County,大同市,Datong,山西省,Shanxi,中国,China,114.0789117,40.41762173,0
1921,灵丘县,Lingqiu County,大同市,Datong,山西省,Shanxi,中国,China,114.228202,39.43286513,0
1922,阳高县,Yanggao County,大同市,Datong,山西省,Shanxi,中国,China,113.7368022,40.36109993,0
1923,左云县,Zuoyun County,大同市,Datong,山西省,Shanxi,中国,China,112.7039633,40.00511774,0
1924,广灵县,Guangling County,大同市,Datong,山西省,Shanxi,中国,China,114.2690889,39.75859796,0
1925,浑源县,Hunyuan County,大同市,Datong,山西省,Shanxi,中国,China,113.676415,39.69411327,0
1927,阳泉市,Yangquan,阳泉市,Yangquan,山西省,Shanxi,中国,China,113.5578056,37.85667326,0
1928,平定县,Pingding County,阳泉市,Yangquan,山西省,Shanxi,中国,China,113.6009844,37.79830177,0
1929,盂县,"Yu County, Yangquan",阳泉市,Yangquan,山西省,Shanxi,中国,China,113.3969223,38.08374046,0
1933,长治市,Changzhi,长治市,Changzhi,山西省,Shanxi,中国,China,113.04483,36.045422,0
1934,襄垣县,Xiangyuan County,长治市,Changzhi,山西省,Shanxi,中国,China,113.0418587,36.53321332,0
1935,屯留区,TunliuDistrict,长治市,Changzhi,山西省,Shanxi,中国,China,112.8767824,36.32013508,0
1936,平顺县,Pingshun County,长治市,Changzhi,山西省,Shanxi,中国,China,113.4333619,36.19999411,0
1937,黎城县,Licheng County,长治市,Changzhi,山西省,Shanxi,中国,China,113.3765257,36.49360394,0
1938,壶关县,Huguan County,长治市,Changzhi,山西省,Shanxi,中国,China,113.2003784,36.10977115,0
1939,长子县,Zhangzi County,长治市,Changzhi,山西省,Shanxi,中国,China,112.8748526,36.121444,0
1940,武乡县,Wuxiang County,长治市,Changzhi,山西省,Shanxi,中国,China,112.8626736,36.83682715,0
1941,沁县,Qin County,长治市,Changzhi,山西省,Shanxi,中国,China,112.69898,36.757431,0
1942,沁源县,Qinyuan County,长治市,Changzhi,山西省,Shanxi,中国,China,112.32956,36.497116,0
1943,潞城区,Lucheng District,长治市,Changzhi,山西省,Shanxi,中国,China,113.2273884,36.33044463,0
1945,晋城市,Jincheng,晋城市,Jincheng,山西省,Shanxi,中国,China,112.8264787,35.50099855,0
1946,高平市,Gaoping,晋城市,Jincheng,山西省,Shanxi,中国,China,112.9140008,35.79215032,0
1947,泽州县,Zezhou County,晋城市,Jincheng,山西省,Shanxi,中国,China,112.8436432,35.63608027,0
1948,沁水县,Qinshui County,晋城市,Jincheng,山西省,Shanxi,中国,China,112.17013,35.690399,0
1949,陵川县,"Lingchuan County, Jincheng",晋城市,Jincheng,山西省,Shanxi,中国,China,113.27701,35.778126,0
1950,阳城县,Yangcheng County,晋城市,Jincheng,山西省,Shanxi,中国,China,112.4193828,35.47831134,0
1952,朔州市,Shuozhou,朔州市,Shuozhou,山西省,Shanxi,中国,China,112.4157972,39.31331972,0
1953,山阴县,Shanyin County,朔州市,Shuozhou,山西省,Shanxi,中国,China,112.8174202,39.51562725,0
1954,应县,Ying County,朔州市,Shuozhou,山西省,Shanxi,中国,China,113.1772993,39.560003,0
1955,右玉县,Youyu County,朔州市,Shuozhou,山西省,Shanxi,中国,China,112.4605239,39.98720979,0
1956,怀仁市,Huairen,朔州市,Shuozhou,山西省,Shanxi,中国,China,113.090541,39.82172934,0
1957,平鲁区,Pinglu District,朔州市,Shuozhou,山西省,Shanxi,中国,China,112.288331,39.51960625,0
1959,晋中市,Jinzhong,晋中市,Jinzhong,山西省,Shanxi,中国,China,112.7362014,37.7012734,0
1960,榆次区,Yuci District,晋中市,Jinzhong,山西省,Shanxi,中国,China,112.733275,37.68349117,0
1961,介休市,Jiexiu,晋中市,Jinzhong,山西省,Shanxi,中国,China,111.9122237,37.02816972,0
1962,榆社县,Yushe County,晋中市,Jinzhong,山西省,Shanxi,中国,China,112.9593653,37.06894709,0
1963,左权县,Zuoquan County,晋中市,Jinzhong,山西省,Shanxi,中国,China,113.3693539,37.07808976,0
1964,和顺县,Heshun County,晋中市,Jinzhong,山西省,Shanxi,中国,China,113.56688,37.331421,0
1965,昔阳县,Xiyang County,晋中市,Jinzhong,山西省,Shanxi,中国,China,113.685904,37.61162145,0
1966,寿阳县,Shouyang County,晋中市,Jinzhong,山西省,Shanxi,中国,China,113.1596644,37.87641504,0
1967,太谷区,TaiguDistrict,晋中市,Jinzhong,山西省,Shanxi,中国,China,112.5430199,37.42318005,0
1968,祁县,"Qi County, Jinzhong",晋中市,Jinzhong,山西省,Shanxi,中国,China,112.3116473,37.35472946,0
1969,平遥县,Pingyao County,晋中市,Jinzhong,山西省,Shanxi,中国,China,112.1733809,37.20095162,0
1970,灵石县,Lingshi County,晋中市,Jinzhong,山西省,Shanxi,中国,China,111.7616563,36.83842587,0
1972,运城市,Yuncheng,运城市,Yuncheng,山西省,Shanxi,中国,China,110.9840061,35.01629739,0
1973,永济市,Yongji,运城市,Yuncheng,山西省,Shanxi,中国,China,110.4387758,34.86795875,0
1974,河津市,Hejin,运城市,Yuncheng,山西省,Shanxi,中国,China,110.7023524,35.58241912,0
1975,芮城县,Ruicheng County,运城市,Yuncheng,山西省,Shanxi,中国,China,110.6775428,34.69131611,0
1976,临猗县,"Linyi County, Yuncheng",运城市,Yuncheng,山西省,Shanxi,中国,China,110.7636596,35.1438537,0
1977,万荣县,Wanrong County,运城市,Yuncheng,山西省,Shanxi,中国,China,110.8220058,35.41164192,0
1978,新绛县,Xinjiang County,运城市,Yuncheng,山西省,Shanxi,中国,China,111.2163519,35.61810297,0
1979,稷山县,Jishan County,运城市,Yuncheng,山西省,Shanxi,中国,China,110.9680022,35.60018104,0
1980,闻喜县,Wenxi County,运城市,Yuncheng,山西省,Shanxi,中国,China,111.205254,35.3537186,0
1981,夏县,Xia County,运城市,Yuncheng,山西省,Shanxi,中国,China,111.2097774,35.13736233,0
1982,绛县,Jiang County,运城市,Yuncheng,山西省,Shanxi,中国,China,111.559617,35.48772666,0
1983,平陆县,Pinglu County,运城市,Yuncheng,山西省,Shanxi,中国,China,111.2030389,34.83324619,0
1984,垣曲县,Yuanqu County,运城市,Yuncheng,山西省,Shanxi,中国,China,111.6583098,35.2994653,0
1986,忻州市,Xinzhou,忻州市,Xinzhou,山西省,Shanxi,中国,China,112.7302016,38.40158409,0
1987,原平市,Yuanping,忻州市,Xinzhou,山西省,Shanxi,中国,China,112.7272896,38.72563958,0
1988,定襄县,Dingxiang County,忻州市,Xinzhou,山西省,Shanxi,中国,China,112.9493772,38.48071412,0
1989,五台山,Wutaishan,忻州市,Xinzhou,山西省,Shanxi,中国,China,113.2469166,38.71445422,1
1990,代县,Dai County,忻州市,Xinzhou,山西省,Shanxi,中国,China,112.9430626,39.06367072,0
1991,繁峙县,Fanshi County,忻州市,Xinzhou,山西省,Shanxi,中国,China,113.2609202,39.18404934,0
1992,宁武县,Ningwu County,忻州市,Xinzhou,山西省,Shanxi,中国,China,112.2916774,38.98425439,0
1993,静乐县,Jingle County,忻州市,Xinzhou,山西省,Shanxi,中国,China,111.929131,38.35409692,0
1994,神池县,Shenchi County,忻州市,Xinzhou,山西省,Shanxi,中国,China,112.1868074,39.08314185,0
1995,五寨县,Wuzhai County,忻州市,Xinzhou,山西省,Shanxi,中国,China,111.8285959,38.90626891,0
1996,岢岚县,Kelan County,忻州市,Xinzhou,山西省,Shanxi,中国,China,111.5623557,38.69860592,0
1997,河曲县,Hequ County,忻州市,Xinzhou,山西省,Shanxi,中国,China,111.1279969,39.38078656,0
1998,保德县,Baode County,忻州市,Xinzhou,山西省,Shanxi,中国,China,111.0764005,39.01957829,0
1999,偏关县,Pianguan County,忻州市,Xinzhou,山西省,Shanxi,中国,China,111.4842897,39.43759419,0
2000,五台县,Wutaixian County,忻州市,Xinzhou,山西省,Shanxi,中国,China,113.25,38.73,0
2002,临汾市,Linfen,临汾市,Linfen,山西省,Shanxi,中国,China,111.5080038,36.08368167,0
2003,侯马市,Houma,临汾市,Linfen,山西省,Shanxi,中国,China,111.355896,35.61202594,0
2004,霍州市,Huozhou,临汾市,Linfen,山西省,Shanxi,中国,China,111.7125981,36.56656966,0
2005,曲沃县,Quwo County,临汾市,Linfen,山西省,Shanxi,中国,China,111.4672136,35.64063024,0
2006,翼城县,Yicheng County,临汾市,Linfen,山西省,Shanxi,中国,China,111.7048781,35.73735246,0
2007,襄汾县,Xiangfen County,临汾市,Linfen,山西省,Shanxi,中国,China,111.4297352,35.87371796,0
2008,洪洞县,Hongtong County,临汾市,Linfen,山西省,Shanxi,中国,China,111.6710284,36.25811897,0
2009,古县,Gu County,临汾市,Linfen,山西省,Shanxi,中国,China,111.9161081,36.26999717,0
2010,安泽县,Anze County,临汾市,Linfen,山西省,Shanxi,中国,China,112.2429502,36.14515424,0
2011,浮山县,Fushan County,临汾市,Linfen,山西省,Shanxi,中国,China,111.84244,35.967442,0
2012,吉县,"Ji County, Linfen",临汾市,Linfen,山西省,Shanxi,中国,China,110.6647186,36.09967544,0
2013,乡宁县,Xiangning County,临汾市,Linfen,山西省,Shanxi,中国,China,110.83053,35.96641548,0
2014,蒲县,Pu County,临汾市,Linfen,山西省,Shanxi,中国,China,111.0968,36.415764,0
2015,大宁县,Daning County,临汾市,Linfen,山西省,Shanxi,中国,China,110.736889,36.46557428,0
2016,永和县,Yonghe County,临汾市,Linfen,山西省,Shanxi,中国,China,110.6333242,36.76667454,0
2017,隰县,"Xi County, Linfen",临汾市,Linfen,山西省,Shanxi,中国,China,110.9247981,36.68981512,0
2018,汾西县,Fenxi County,临汾市,Linfen,山西省,Shanxi,中国,China,111.56273,36.650539,0
2020,吕梁市,Luliang,吕梁市,Luliang,山西省,Shanxi,中国,China,111.1334813,37.52225203,0
2021,离石区,Lishi District,吕梁市,Luliang,山西省,Shanxi,中国,China,111.1292088,37.51186396,0
2022,孝义市,Xiaoyi,吕梁市,Luliang,山西省,Shanxi,中国,China,111.78277,37.143234,0
2023,汾阳市,Fenyang,吕梁市,Luliang,山西省,Shanxi,中国,China,111.7756624,37.26354585,0
2024,文水县,Wenshui County,吕梁市,Luliang,山西省,Shanxi,中国,China,112.0209716,37.43243478,0
2025,中阳县,Zhongyang County,吕梁市,Luliang,山西省,Shanxi,中国,China,111.1833555,37.33332975,0
2026,兴县,Xing County,吕梁市,Luliang,山西省,Shanxi,中国,China,111.0833591,38.46069948,0
2027,临县,Lin County,吕梁市,Luliang,山西省,Shanxi,中国,China,110.9833451,37.94999051,0
2028,方山县,Fangshan County,吕梁市,Luliang,山西省,Shanxi,中国,China,111.2341638,37.89129742,0
2029,柳林县,Liulin County,吕梁市,Luliang,山西省,Shanxi,中国,China,110.8791287,37.43591693,0
2030,岚县,Lan County,吕梁市,Luliang,山西省,Shanxi,中国,China,111.6654226,38.2783784,0
2031,交口县,Jiaokou County,吕梁市,Luliang,山西省,Shanxi,中国,China,111.1776955,36.98037073,0
2032,交城县,Jiaocheng County,吕梁市,Luliang,山西省,Shanxi,中国,China,112.1492776,37.55304367,0
2033,石楼县,Shilou County,吕梁市,Luliang,山西省,Shanxi,中国,China,110.8284291,36.99984156,0
2036,呼和浩特市,Hohhot,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.6486551,40.81439383,0
2037,托克托县,Tuoketuo County,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.1433753,40.27559579,0
2038,武川县,Wuchuan County,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.4553383,41.09430508,0
2039,和林格尔县,Horinger County,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.8218038,40.370832,0
2040,清水河县,Qingshuihe County,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.6730003,39.9099604,0
2041,土默特左旗,Tumed Left Banner,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.1286456,40.71607303,0
2042,呼市郊区,Hohhot Suburb,呼和浩特市,Hohhot,内蒙古自治区,Inner Mongolia,中国,China,111.6909639,40.79517778,0
2044,包头市,Baotou,包头市,Baotou,内蒙古自治区,Inner Mongolia,中国,China,109.8080981,40.65856664,0
2045,固阳县,Guyang County,包头市,Baotou,内蒙古自治区,Inner Mongolia,中国,China,110.053806,41.02907129,0
2046,达尔罕茂明安联合旗,Darhan Muminggan United Banner,包头市,Baotou,内蒙古自治区,Inner Mongolia,中国,China,110.4335855,41.69546233,0
2047,土默特右旗,Tumed Right Banner,包头市,Baotou,内蒙古自治区,Inner Mongolia,中国,China,110.5197516,40.55691761,0
2048,白云鄂博矿区,Bayan Obo Mining District,包头市,Baotou,内蒙古自治区,Inner Mongolia,中国,China,109.973803,41.77129712,0
2049,满都拉镇,Mandula Town,包头市,Baotou,内蒙古自治区,Inner Mongolia,中国,China,110.1803896,42.18794139,0
2051,乌海市,Wuhai,乌海市,Wuhai,内蒙古自治区,Inner Mongolia,中国,China,106.8008014,39.66143144,0
2054,赤峰市,Chifeng,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,118.9545098,42.2695243,0
2055,宁城县,Ningcheng County,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.3308931,41.59227676,0
2056,林西县,"Linxi County, Chifeng",赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,118.0440804,43.59939708,0
2057,喀喇沁旗,Harqin Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,118.7038038,41.9275057,0
2058,巴林右旗,Bairin Right Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,118.6749617,43.5242695,0
2059,敖汉旗,Aohan Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.9003269,42.28419816,0
2060,阿鲁科尔沁旗,Ar Horqin Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,120.0898148,43.88013825,0
2061,翁牛特旗,Ongniud Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.0139342,42.93839109,0
2062,克什克腾旗,Hexigten Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,117.5219895,43.24958041,0
2063,巴林左旗,Bairin Left Banner,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.38038,43.978539,0
2064,浩尔吐乡,Haoertu Township,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.299769,44.45548353,0
2065,宝国吐乡,Baoguotu Township,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,120.6959,42.32353592,0
2066,岗子乡,Gangzi Township,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,118.429897,42.5664262,0
2067,八里罕镇,Balihan Town,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.375976,44.07636877,0
2068,平庄镇,Pingzhuang Town,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.298717,42.04293578,0
2069,天义镇,Tianyi Town,赤峰市,Chifeng,内蒙古自治区,Inner Mongolia,中国,China,119.337729,41.59740977,0
2071,通辽市,Tongliao,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,122.2703819,43.6122704,0
2073,开鲁县,Kailu County,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,121.3029781,43.59615576,0
2074,科尔沁左翼中旗,Horqin Left Middle Banner,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,123.31113,44.120445,0
2075,科尔沁左翼后旗,Horqin Left Back Banner,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,122.34619,42.948235,0
2076,库伦旗,Hure Banner,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,121.7660961,42.72997813,0
2077,奈曼旗,Naiman Banner,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,120.6445729,42.84622844,0
2078,扎鲁特旗,Jarud Banner,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,120.90306,44.549728,0
2079,青龙山镇,Qinglongshan Town,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,121.069802,42.39138654,0
2080,巴雅尔吐胡硕镇,Bayaertuhushuo Town,通辽市,Tongliao,内蒙古自治区,Inner Mongolia,中国,China,120.3328861,45.06355,0
